Season;Rank;Player;Team;GP;GS;Min;PTS;2PM;2PA;2P%;3PM;3PA;3P%;FTM;FTA;FT%;OR;DR;TR;AST;STL;TO;BLK;BLKA;FC;FD;PIR
2018-19;28;G. PRINTEZIS;OLY;30;26;25:34:00;10.6;4.0;7.9;50.8%;0.4;1.3;30.8%;1.4;2.2;62.1%;1.5;3.7;5.2;1.3;0.4;1.1;0.2;0.4;1.3;3.4;12.6
2018-19;29;V. LUCIC;BAY;29;29;26:10:00;10.0;2.7;4.3;62.4%;0.9;2.6;35.1%;2.0;2.4;82.6%;0.8;3.1;3.8;1.2;1.1;0.7;0.2;0.1;2.4;2.7;12.1
2018-19;30;M. THOMAS;KHI;30;25;20:35;8.6;3.0;4.5;66.7%;0.4;1.3;31.6%;1.4;2.0;67.2%;1.9;3.1;5.0;1.7;0.8;1.2;0.6;0.4;2.3;2.3;12.1
2018-19;31;K. SIMON;EFS;37;22;24:46:00;9.4;1.6;2.8;59.2%;1.5;3.8;40.3%;1.6;1.9;84.3%;0.6;3.2;3.8;2.8;0.9;1.3;0.2;0.1;2.0;1.9;11.9
2018-19;32;N. WOLTERS;ZAL;28;19;22:53;11.2;3.8;6.8;56.3%;0.9;2.4;36.8%;0.9;1.3;69.4%;0.3;2.5;2.8;3.8;0.8;1.5;0.0;0.5;2.2;2.0;11.6
2018-19;33;J. VOIGTMANN;KBA;33;21;24:17:00;7.5;1.9;3.2;59.6%;0.9;2.9;30.9%;1.0;1.4;75.6%;1.2;4.7;5.8;2.6;0.6;1.4;0.4;0.2;1.3;1.2;11.6
2018-19;34;T. HEURTEL;FCB;35;19;21:07;10.4;2.9;5.9;48.8%;1.0;2.3;45%;1.6;2.1;75.3%;0.3;1.6;1.9;4.8;0.7;2.3;0.0;0.5;1.4;2.3;11.1
2018-19;35;S. WILBEKIN;MTA;29;29;24:47:00;12.9;2.1;4.1;51.3%;2.2;6.8;32.8%;1.9;2.4;80%;0.3;1.5;1.8;3.1;0.9;1.7;0.0;0.2;1.9;3.1;11.0
2018-19;36;Z. LEDAY;OLY;30;2;17:06;9.7;3.0;5.3;57%;0.3;0.9;35.7%;2.7;3.5;78.1%;1.7;2.4;4.0;0.3;0.3;0.9;0.4;0.4;1.8;2.7;10.8
2018-19;37;A. HANGA;FCB;27;13;20:52;8.8;2.6;4.6;56.9%;0.7;2.6;28.2%;1.4;1.9;74.5%;0.7;3.3;4.0;1.9;1.1;0.8;0.3;0.4;2.6;2.6;10.6
2018-19;38;N. KALINIC;FNB;35;16;25:27:00;9.6;2.4;4.6;53.1%;1.0;2.5;39.8%;1.8;2.3;78.5%;0.9;2.4;3.3;1.8;0.7;1.1;0.2;0.5;2.2;2.9;10.5
2018-19;39;R. FERNANDEZ;RMB;31;7;20:27;9.0;0.6;1.6;39.2%;2.1;5.1;41.4%;1.4;1.7;81.5%;0.6;2.1;2.8;2.7;0.8;0.8;0.2;0.0;1.5;1.6;10.5
2018-19;40;M. ERIC;DTI;29;20;20:18;11.1;4.4;8.2;54%;0.0;0.0;0%;2.2;3.3;65.6%;2.2;2.8;5.0;0.9;0.3;2.2;0.9;0.6;2.8;2.8;10.4
2018-19;41;I. PAPAPETROU;PAO;28;22;25:30:00;9.0;2.5;4.1;61.4%;0.9;2.7;33.3%;1.3;2.0;67.3%;1.0;3.2;4.2;1.1;0.8;0.9;0.5;0.2;2.1;2.0;10.4
2018-19;42;S. JOVIC;BAY;23;17;21:28;8.3;2.5;4.5;55.8%;0.8;2.0;40%;0.9;1.2;74.1%;0.5;1.9;2.4;4.6;1.3;1.8;0.0;0.3;2.1;1.4;10.2
2018-19;43;M. GUDURIC;FNB;36;18;22:06;9.4;1.7;2.7;62.9%;1.4;3.0;47.7%;1.6;1.9;84.3%;0.4;1.6;1.9;2.2;0.9;1.2;0.2;0.2;2.1;1.9;10.2
2018-19;44;A. CALOIARO;MTA;30;27;24:47:00;7.4;1.8;3.0;61.1%;0.8;2.4;31.5%;1.4;1.8;79.2%;2.0;2.8;4.8;1.4;1.2;0.8;0.1;0.2;2.4;1.9;10.2
2018-19;45;J. LAUVERGNE;FNB;22;4;17:58;8.5;3.4;5.7;60%;0.3;0.9;30%;0.9;1.7;51.4%;1.1;2.5;3.6;1.8;0.4;0.9;0.3;0.2;1.5;1.8;10.1
2018-19;46;A. TYUS;MTA;30;5;18:18;7.3;3.2;4.9;66.4%;0.0;0.0;0%;0.8;1.3;62.5%;1.3;2.8;4.1;0.3;0.5;0.7;1.1;0.2;1.8;1.6;10.0
2018-19;47;N. DEDOVIC;BAY;30;28;23:00;9.9;2.5;4.5;56%;1.1;3.2;33%;1.7;2.0;83.6%;0.6;1.8;2.5;2.7;1.0;1.1;0.0;0.3;2.3;2.1;10.0
2018-19;48;D. THOMAS;PAO;32;21;22:26;10.5;3.0;5.4;55.7%;1.0;2.9;35.5%;1.3;1.9;68.9%;1.2;2.5;3.8;0.6;0.6;1.0;0.1;0.1;1.6;2.1;10.0
2018-19;49;A. WHITE;ZAL;34;23;24:54:00;8.2;2.4;4.3;57.2%;0.4;1.2;33.3%;2.1;2.7;79.1%;1.0;3.1;4.2;0.7;0.4;0.8;0.2;0.4;2.1;2.9;10.0
2018-19;50;K. LANGFORD;PAO;25;9;19:51;10.7;2.6;6.0;44.3%;1.0;2.6;39.1%;2.4;3.0;81.1%;0.3;1.9;2.2;1.1;0.7;0.9;0.2;0.2;1.9;3.5;9.9
2018-19;51;D. BARTHEL;BAY;30;28;23:43;8.1;2.4;4.4;54.5%;0.6;1.6;40.4%;1.4;2.0;70.5%;1.0;3.0;4.0;1.9;0.3;1.3;0.2;0.5;2.3;2.9;9.8
2018-19;52;J. O'BRYANT;MTA;30;28;23:23;10.6;2.7;6.1;45.1%;1.2;4.0;30.6%;1.5;1.9;78.6%;1.0;4.9;5.9;1.3;0.5;2.0;0.3;0.1;2.6;2.5;9.8
2018-19;53;L. DATOME;FNB;34;15;21:06;9.0;1.7;3.1;54.8%;1.4;3.5;41.5%;1.3;1.4;91.7%;0.7;2.9;3.6;0.8;0.5;1.0;0.6;0.2;2.4;1.5;9.8
2018-19;54;K. SIMON;EFS;37;22;24:46:00;9.4;1.6;2.8;59.2%;1.5;3.8;40.3%;1.6;1.9;84.3%;0.6;3.2;3.8;2.8;0.9;1.3;0.2;0.1;2.0;1.9;11.9
2018-19;55;T. PLEISS;EFS;37;5;14:12;8.1;3.2;4.7;67.2%;0.3;0.8;33.3%;1.0;1.1;87.8%;1.1;2.6;3.7;0.4;0.4;0.8;0.5;0.2;1.6;1.4;9.6
2018-19;56;O. BALVIN;HGC;29;14;18:37;6.6;2.8;4.3;64.3%;0.0;0.0;0%;1.0;1.7;60.4%;1.7;3.4;5.1;0.9;0.3;1.2;0.4;0.2;2.3;2.1;9.5
2018-19;57;O. HUNTER;CSK;36;31;17:54;7.7;3.3;5.5;59.6%;0.0;0.0;0%;1.1;1.5;72.7%;1.9;2.4;4.3;0.9;0.5;0.8;0.4;0.2;2.3;1.6;9.4
2018-19;58;S. LLULL;RMB;27;22;21:22;10.5;1.4;3.4;42.4%;2.0;6.1;32.1%;1.7;1.8;95.8%;0.1;1.9;2.0;4.0;0.4;1.2;0.0;0.2;1.9;1.9;9.3
2018-19;59;M. GRIGONIS;ZAL;34;18;20:46;8.7;1.6;3.3;48.2%;1.0;2.3;44.2%;2.5;2.7;93.5%;0.2;1.9;2.1;1.9;0.6;1.4;0.0;0.2;2.6;3.2;9.3
2018-19;60;N. MELLI;FNB;36;34;25:57:00;7.3;1.6;3.3;47.5%;1.0;2.7;38.5%;1.1;1.4;81.6%;1.1;2.9;4.0;1.7;0.9;1.0;0.6;0.3;2.5;2.4;9.2
2018-19;61;S. SHIELDS;KBA;33;30;24:27:00;9.8;2.9;5.2;56.5%;0.8;2.2;35.6%;1.6;1.8;88.3%;1.1;1.7;2.8;1.1;0.6;1.0;0.1;0.3;2.0;2.1;9.2
2018-19;62;J. GIST;PAO;33;14;20:50;7.8;2.6;4.6;55.6%;0.3;0.7;39.1%;1.8;2.6;70.6%;1.6;1.9;3.5;1.2;0.6;1.1;0.4;0.5;2.0;2.4;9.1
2018-19;63;E. CLARK;BUD;29;29;27:31:00;11.7;3.1;7.8;40.4%;1.4;3.6;38.8%;1.3;1.9;69.1%;0.8;3.0;3.7;1.0;0.8;1.5;0.6;0.3;1.5;1.9;9.1
2018-19;64;S. RODRIGUEZ;CSK;35;10;21:51;10.2;1.7;3.7;45.8%;1.9;4.9;39.2%;1.0;1.2;87.8%;0.3;1.3;1.5;4.5;0.7;2.1;0.1;0.2;2.1;1.7;9.1
2018-19;65;V. SPANOULIS;OLY;25;14;22:04;10.2;1.8;4.0;44.4%;1.6;4.8;33.1%;1.9;2.6;71.2%;0.2;1.6;1.8;5.1;0.4;2.9;0.0;0.6;2.3;3.4;9.0
2018-19;66;M. ERIKSSON;HGC;29;6;18:38;10.4;1.5;3.1;48.9%;2.1;5.1;41.5%;1.1;1.1;93.9%;0.2;1.1;1.3;0.8;0.6;0.6;0.0;0.1;2.0;8.9;
2018-19;67;A. MUHAMMED;FNB;34;22;17:47;9.3;1.4;2.5;55.3%;1.9;3.9;49.6%;0.8;0.9;86.7%;0.4;1.3;1.7;2.2;0.6;1.1;0.0;0.1;2.0;1.5;8.9
2018-19;68;P. KOPONEN;BAY;30;3;18:18;9.0;1.6;2.7;58%;1.7;3.6;46.8%;0.8;0.9;92.3%;0.3;1.3;1.6;1.9;0.3;0.9;0.0;0.0;1.3;1.4;8.8
2018-19;69;M. KUZMINSKAS;AXM;30;1;17:03;8.5;1.8;3.6;51.4%;1.0;2.1;46.9%;1.8;2.1;85.9%;1.3;2.0;3.3;0.7;0.5;0.9;0.1;0.3;1.7;1.8;8.8
2018-19;70;N. WILLIAMS-GOSS;OLY;30;24;26:15:00;9.2;2.4;5.7;42.1%;1.0;2.7;37%;1.4;1.7;82.7%;0.3;1.7;2.0;4.2;0.7;1.4;0.0;0.2;2.2;1.7;8.8
2018-19;71;K. TARCZEWSKI;AXM;24;24;18:09;6.4;2.6;3.6;72.4%;0.0;0.0;0%;1.1;1.6;69.2%;2.0;2.6;4.6;0.4;0.4;1.0;0.7;0.3;2.8;1.9;8.8
2018-19;72;E. JACKSON;BUD;30;22;26:23:00;9.8;1.8;3.9;44.9%;1.7;4.0;42.9%;1.1;1.3;85%;0.7;1.8;2.5;1.9;0.7;1.5;0.1;0.3;2.1;2.4;8.7
2018-19;73;C. SINGLETON;FCB;35;34;24:58:00;8.0;1.3;3.6;35.4%;1.3;3.4;39.5%;1.4;1.8;77.4%;0.9;3.5;4.4;0.9;1.1;1.1;0.5;0.3;2.4;2.4;8.7
2018-19;74;M. ROLL;MTA;29;7;21:31;9.1;2.4;4.7;51.5%;1.2;3.0;40.7%;0.7;0.7;90.5%;0.7;1.5;2.2;2.7;0.7;1.1;0.0;0.1;1.9;1.2;8.7
2018-19;75;E. ULANOVAS;ZAL;34;24;24:58:00;7.2;1.6;3.4;48.7%;0.7;1.9;35.4%;1.9;2.2;84%;1.1;2.2;3.4;1.4;0.6;1.2;0.2;0.2;1.9;2.6;8.6
2018-19;76;D. KANE;MTA;25;24;25:45:00;8.0;2.2;4.4;51.4%;0.9;2.8;31%;0.9;2.2;40.7%;1.3;2.5;3.8;2.6;1.1;1.2;0.1;0.5;2.5;2.7;8.6
2018-19;77;M. HUERTAS;KBA;34;15;19:31;7.8;2.3;4.3;52.4%;0.7;1.7;42.1%;1.1;1.3;88.4%;0.5;1.0;1.5;4.7;0.7;2.5;0.0;0.3;1.8;1.7;8.6
2018-19;78;J. BROOKS;AXM;29;29;25:07:00;6.0;1.7;3.0;55.7%;0.7;1.7;39.6%;0.7;0.8;83.3%;1.4;3.8;5.3;1.0;0.8;0.8;0.3;0.1;2.1;0.7;8.6
2018-19;79;L. DATOME;FNB;34;15;21:06;9.0;1.7;3.1;54.8%;1.4;3.5;41.5%;1.3;1.4;91.7%;0.7;2.9;3.6;0.8;0.5;1.0;0.6;0.2;2.4;1.5;8.4
2018-19;80;M. JANNING;KBA;28;17;24:57:00;10.1;1.1;2.2;50.8%;2.2;6.0;37.7%;1.1;1.4;79.5%;0.4;1.8;2.1;1.8;0.8;1.0;0.1;0.0;1.8;1.4;8.4
2018-19;81;K. HINES;CSK;36;5;19:33;7.3;2.9;5.0;58%;0.0;0.0;0%;1.5;2.3;63.1%;1.8;1.8;3.6;1.4;0.7;0.4;0.8;0.7;2.6;1.8;8.4
2018-19;82;J. STRELNIEKS;OLY;20;5;20:46;8.8;1.4;2.7;53.7%;1.4;3.0;45.9%;1.6;1.9;86.8%;0.1;1.8;1.8;2.0;0.7;1.0;0.0;0.3;2.2;1.6;8.3
2018-19;83;T. THOMPKINS;RMB;24;1;17:21;8.4;1.9;3.3;57.5%;1.2;3.1;39.2%;1.0;1.1;88.5%;0.5;3.1;3.6;0.7;0.5;0.9;0.1;0.2;1.5;1.1;8.3
2018-19;84;K. PAPANIKOLAOU;OLY;30;23;23:26;6.9;1.0;1.8;54.5%;1.3;3.5;37.1%;1.0;1.4;73.8%;0.6;3.3;3.9;1.6;0.8;1.5;0.3;0.2;1.7;1.3;8.1
2018-19;85;E. BAEZ;HGC;22;8;20:45;6.7;1.6;3.2;50%;0.7;2.1;31.9%;1.5;1.9;78.6%;1.0;2.8;3.8;1.5;0.9;1.0;0.1;0.4;2.0;1.9;8.0
2018-19;86;S. MARKOVIC;KHI;27;0;23:46;6.1;0.8;1.8;45.8%;1.1;3.2;34.9%;1.1;1.5;75%;0.4;1.7;2.1;4.4;0.8;1.5;0.0;0.1;2.4;2.0;7.9
2018-19;87;Z. PEINERS;DTI;28;14;17:31;6.7;1.9;3.0;62.7%;0.3;1.1;30%;2.0;2.4;86.4%;0.5;1.3;1.9;1.5;0.4;1.3;0.0;0.2;1.5;2.2;7.9
2018-19;88;R. BEAUBOIS;EFS;35;19;20:31;9.5;1.9;3.9;48.6%;1.6;4.0;40%;0.9;1.0;91.2%;0.2;1.1;1.3;2.3;0.3;1.1;0.0;0.3;1.6;1.4;7.8
2018-19;89;N. KURBANOV;CSK;34;28;17:46;5.7;1.2;1.8;66.1%;0.7;1.4;51.1%;1.2;1.4;83.3%;1.0;2.5;3.5;0.8;0.5;0.8;0.2;0.1;2.4;1.4;7.8
2018-19;90;C. CLARKE;BUD;29;6;21:55;6.8;2.1;4.5;46.6%;0.5;1.2;41.7%;1.0;1.3;78.9%;1.0;3.3;4.3;1.1;0.9;0.9;0.2;0.3;2.7;1.8;7.8
2018-19;91;A. PASECNIKS;HGC;22;13;16:52;7.2;2.9;5.7;50.4%;0.0;0.3;14.3%;1.3;2.4;55.8%;1.9;1.7;3.6;0.4;1.5;3.6;0.4;0.5;2.5;3.2;7.7
2018-19;92;K. SERAPHIN;FCB;27;2;14:04;8.4;3.6;5.6;63.2%;0.0;0.0;0%;1.2;1.6;78.6%;1.4;2.2;3.6;0.5;0.2;1.7;0.4;0.2;2.7;1.6;7.7
2018-19;93;K. KURIC;FCB;34;14;19:43;8.4;1.3;2.6;51.1%;1.6;4.0;39.7%;0.9;1.1;86.5%;0.7;1.4;2.1;0.8;0.4;0.8;0.6;0.1;2.1;1.4;7.6
2018-19;94;A. OMIC;AXM;29;17;16:55;5.8;2.6;4.4;57.4%;0.0;0.1;25%;0.6;1.1;53.1%;2.0;2.2;4.2;0.8;0.3;1.0;0.3;0.1;1.8;1.5;7.5
2018-19;95;V. CLAVER;FCB;35;25;21:14;5.3;1.2;2.1;58.3%;0.5;1.6;33.9%;1.3;1.6;82.1%;0.9;2.3;3.2;1.0;0.6;0.8;0.4;0.1;2.0;0.8;7.5
2018-19;96;C. JENKINS;KHI;29;25;24:26:00;6.9;1.3;2.2;57.8%;1.2;2.8;42%;0.8;1.0;82.8%;0.8;1.9;2.8;1.2;0.9;0.7;0.1;0.2;2.8;1.3;7.1
2018-19;97;D. HILLIARD;KBA;34;11;20:30;9.4;2.0;4.0;49.3%;1.1;3.6;32.2%;2.0;2.6;77.5%;0.3;2.6;2.9;1.1;0.7;1.3;0.1;0.4;2.7;2.1;6.9
2018-19;98;D. STRAWBERRY;HGC;29;25;21:45;8.6;1.7;4.2;40.5%;1.2;3.7;32.4%;1.6;2.2;70.3%;0.3;1.5;1.8;1.9;0.8;1.5;0.0;0.1;1.7;2.4;6.5
2018-19;99;M. LOJESKI;PAO;25;6;15:52;6.5;1.8;2.9;63%;0.6;1.8;35.6%;0.9;1.0;92%;0.5;1.7;2.2;0.9;0.2;0.6;0.1;0.2;1.4;0.9;6.3
2018-19;100;D. HACKETT;CSK;35;26;17:20;6.0;1.2;2.6;45.7%;0.6;1.5;39.2%;1.9;2.3;82.5%;0.3;1.5;1.8;1.7;0.6;1.3;0.0;0.5;1.4;2.9;6.3
2018-19;101;N. GORDIC;BUD;30;18;23:20;7.6;2.1;4.9;43.2%;0.8;2.6;30.4%;1.0;1.4;71.4%;0.3;1.4;1.7;3.6;0.6;1.8;0.0;0.3;2.3;2.1;6.3
2018-19;102;J. CARROLL;RMB;31;3;16:10;9.1;2.0;3.7;53.4%;1.2;3.5;34.3%;1.5;1.6;96%;0.5;0.6;1.1;0.5;0.3;0.6;0.2;0.4;1.5;1.7;6.2
2018-19;103;K. PANGOS;FCB;35;16;20:20;7.0;1.5;3.3;44.8%;0.9;3.1;31.7%;1.2;1.7;74.1%;0.2;1.0;1.1;3.2;0.4;0.3;0.8;0.2;0.1;2.1;1.6
2018-19;104;K. OZMIKRAK;DTI;23;1;15:50;5.8;1.0;2.2;45.1%;0.9;2.6;35.6%;1.0;1.3;77.4%;0.2;1.3;1.5;2.3;0.3;0.8;0.0;0.1;1.7;1.7;6.0
2018-19;105;X. RABASEDA;HGC;28;19;19:58;6.2;1.2;2.2;52.4%;1.0;3.0;32.1%;0.9;1.2;76.5%;0.6;1.8;2.4;0.8;0.3;1.2;0.4;0.1;2.1;1.5;6.0
2018-19;106;L. WESTERMANN;ZAL;27;11;17:16;6.4;0.6;1.7;35.6%;1.4;3.3;42%;1.1;1.4;74.4%;0.2;1.8;2.0;2.8;0.6;2.0;0.0;0.1;2.1;1.7;5.9
2018-19;107;P. ORIOLA;FCB;35;1;17:13;5.5;1.6;3.0;54.3%;0.4;1.3;28.9%;1.1;1.8;61.3%;1.3;2.2;3.5;0.7;0.3;0.6;0.3;0.1;2.1;1.5;5.8
2018-19;108;M. LO;BAY;29;13;18:16;6.7;1.6;3.1;51.6%;0.8;2.2;34.4%;1.1;1.4;78.6%;0.2;1.2;1.4;1.9;0.3;1.1;0.1;0.5;1.9;1.6;5.7
2018-19;109;J. BLAZIC;FCB;25;7;13:40;5.2;1.1;2.2;50.9%;0.5;1.2;38.7%;1.5;1.9;80.9%;0.8;1.5;2.3;0.6;0.4;1.3;0.6;0.4;0.5;1.4;1.5
2018-19;110;B. MOTUM;EFS;31;1;11:35;6.5;1.8;3.4;53.8%;0.7;1.6;44%;1.0;1.0;78.1%;0.7;1.1;1.8;0.4;0.3;0.8;0.1;0.4;1.3;1.1;5.6
2018-19;111;T. WALKUP;ZAL;34;18;16:49;5.2;1.6;2.9;57.1%;0.4;1.3;29.5%;0.7;0.9;80.6%;0.5;2.1;2.6;2.2;0.5;1.2;0.6;0.2;2.6;1.4;5.6
2018-19;112;O. PAULI;HGC;29;3;14:03;5.2;1.8;2.9;60%;0.2;1.4;14.3%;1.1;1.8;62.7%;0.4;1.9;2.2;1.4;0.3;1.2;0.2;0.1;2.3;2.1;5.5
2018-19;113;F. CAUSEUR;RMB;35;24;14:05;5.8;1.6;3.2;50.5%;0.6;1.5;41.5%;1.4;1.7;70.3%;0.4;1.3;1.7;1.9;0.4;1.2;0.0;0.1;1.2;1.5;5.5
2018-19;114;S. KIDD;DTI;30;18;21:46;6.8;1.7;3.4;49%;0.9;3.2;28.4%;0.8;1.2;68.6%;0.6;2.4;3.0;1.2;0.6;1.3;0.1;0.4;2.1;1.2;5.4
2018-19;115;G. DECK;FCB;34;9;14:42;4.4;1.4;2.1;66.7%;0.7;2.3;31.7%;0.7;1.1;62.5%;0.8;1.5;2.3;0.7;0.3;1.2;0.4;0.2;2.1;1.6;5.4
2018-19;116;K. TILLIE;HGC;29;16;17:02;6.5;1.1;2.2;52.4%;1.2;3.0;40.9%;0.5;0.8;62.5%;1.0;1.7;2.7;0.7;0.6;1.0;0.2;0.2;1.9;1.1;5.4
2018-19;117;T. CROCKER;KHI;30;14;22:56;8.9;1.6;3.4;45.6%;1.5;4.5;32.4%;1.4;1.5;93.3%;0.5;1.8;2.3;1.4;0.8;1.3;0.1;0.4;2.9;1.6;5.4
2018-19;118;A. KAVALIAUSKAS;ZAL;20;3;11:47;5.1;2.0;3.4;58.8%;0.0;0.0;0%;1.1;1.3;84.6%;0.6;1.8;2.4;1.0;0.4;0.8;0.2;0.2;2.4;1.2;5.4
2018-19;119;A. MILAKNIS;ZAL;34;10;23:06;7.0;0.4;1.2;35.7%;1.8;4.2;41.7%;0.9;1.0;85.3%;0.3;1.6;1.9;0.9;0.4;0.8;0.1;0.1;2.1;1.3;5.3
2018-19;120;P. RIBAS;FCB;26;11;17:24;5.4;0.5;1.7;29.5%;1.3;3.4;38.6%;0.6;0.6;100%;0.2;1.4;1.6;3.0;0.7;1.4;0.1;0.0;1.5;1.1;5.3
2018-19;121;G. PAPAGIANNIS;PAO;26;12;12:12;4.0;1.9;2.8;69.4%;0.0;0.0;0%;0.2;0.3;55.6%;1.0;1.8;2.8;0.2;0.3;0.8;0.6;0.1;1.5;0.7;5.2
2018-19;122;I. VOUGIOUKAS;PAO;21;2;10:09;4.1;1.6;2.7;60.7%;0.0;0.0;0%;0.9;1.1;75%;0.7;1.1;1.9;0.8;0.1;0.4;0.3;0.2;1.6;1.6;5.2
2018-19;123;D. BERTANS;AXM;22;11;16:37;6.4;0.7;1.6;43.5%;1.7;3.9;40.9%;0.6;0.8;82.4%;0.3;0.7;1.0;0.6;0.7;0.3;0.0;0.1;2.0;1.2;5.1
2018-19;124;A. ZUBKOV;KHI;25;18;15:43;4.5;1.4;2.3;62.1%;0.3;1.2;26.7%;0.7;0.9;77.3%;0.5;1.7;2.2;1.0;0.7;1.2;0.6;0.1;1.9;1.2;5.1
2018-19;125;D. NIKOLIC;BAY;26;1;14:14;5.4;1.1;1.8;59.6%;0.9;2.6;35.6%;0.6;0.8;60%;0.9;1.4;2.3;1.7;0.5;1.3;0.6;0.1;1.8;1.5;5.0
2018-19;126;E. GREEN;FNB;28;19;12:36;5.6;1.4;2.3;61.5%;0.7;1.8;40.8%;0.6;0.6;94.1%;0.1;0.7;0.8;0.8;0.4;0.2;0.1;0.1;1.0;0.8;5.0
2018-19;127;F. REYES;RMB;23;1;8:52;4.0;1.4;2.3;60.4%;0.0;0.0;0%;1.3;1.3;93.5%;0.8;1.3;2.1;0.3;0.3;0.9;0.3;0.0;1.5;1.9;5.0
2018-19;128;O. SAVAS;DTI;27;9;13:28;5.2;2.1;4.5;47.9%;0.0;0.0;0%;0.9;1.3;69.4%;1.0;1.2;2.2;0.8;0.3;1.0;0.0;0.2;1.6;1.4;5.0
2018-19;129;J. TAYLOR;RMB;34;22;18:14;5.6;1.2;1.9;62.1%;0.9;2.0;44.8%;0.5;0.8;63%;0.6;1.0;1.6;1.4;0.7;0.5;0.9;0.1;0.4;1.9;0.9
2018-19;130;S. VEZENKOV;OLY;28;3;10:24;3.8;1.2;2.0;63.6%;0.2;1.0;20.7%;0.9;1.3;81%;0.7;1.5;2.2;0.4;0.4;0.8;0.2;0.1;0.9;0.9;4.8
2018-19;131;L. RADOSEVIC;BAY;29;14;15:23;4.6;2.0;3.6;56.2%;0.0;0.0;0%;1.2;2.0;60%;0.8;1.2;2.0;1.2;0.3;1.0;0.4;0.2;1.8;1.3;4.7
2018-19;132;J. ANDERSON;EFS;37;20;14:49;4.8;0.7;1.5;43.9%;0.9;2.2;42.7%;0.6;0.8;82.8%;0.4;1.6;2.0;0.9;0.3;0.4;0.1;0.1;1.3;0.8;4.7
2018-19;133;F. BAROVIC;BUD;28;9;12:06;4.3;1.5;3.3;46.7%;0.0;0.0;0%;1.2;2.0;61.4%;1.0;1.5;2.5;0.6;0.4;0.9;0.3;0.4;2.3;2.5;4.7
2018-19;134;I. DIOP;KBA;33;5;11:29;3.9;1.1;2.1;54.4%;0.1;0.3;28.6%;1.1;1.4;77.8%;1.1;1.5;2.5;0.5;0.3;0.6;0.4;0.6;2.4;1.6;4.6
2018-19;135;M. BROWN;DTI;20;8;17:27;4.8;1.0;2.2;45.5%;0.7;2.7;25.9%;0.8;1.2;65.2%;0.6;1.1;1.6;1.9;0.4;0.8;0.2;0.4;1.2;1.6;4.6
2018-19;136;A. OLIVER;HGC;28;7;14:36;4.1;0.7;2.2;31.7%;0.6;1.7;33.3%;0.9;1.0;89.7%;0.5;0.8;1.3;3.3;0.3;1.4;0.0;0.1;1.5;1.1;4.4
2018-19;137;M. MAHMUTOGLU;FNB;31;5;12:03;5.6;0.8;1.4;59.5%;1.1;2.5;46.1%;0.6;0.6;95%;0.1;0.7;0.8;0.8;0.5;0.2;0.0;0.1;1.5;0.7;4.4
2018-19;138;A. PETERS;CSK;36;18;16:16;5.3;0.7;1.7;40%;1.1;2.5;43.3%;0.7;0.8;89.3%;0.7;2.0;2.7;0.7;0.5;1.3;0.1;0.4;2.4;0.9;4.3
2018-19;139;C. JERRELLS;AXM;30;0;15:04;6.2;1.0;2.2;45.5%;1.2;3.4;36.8%;0.7;0.9;75%;0.1;0.9;1.0;1.5;0.4;0.8;0.0;0.2;1.4;1.2;4.2
2018-19;140;N. PAPPAS;PAO;19;5;17:57;6.8;1.2;2.7;42.3%;0.8;3.1;27.1%;2.0;2.4;82.6%;0.2;0.8;1.0;1.2;0.8;0.8;0.0;0.3;2.5;2.2;4.2
2018-19;141;J. DIBARTOLOMEO;MTA;29;2;10:17;4.7;0.4;1.0;41.4%;1.1;3.2;34.4%;0.6;0.7;81%;0.6;0.8;1.4;1.4;0.5;0.4;0.0;0.1;1.5;1.0;4.1
2018-19;142;K. MITOGLOU;PAO;27;10;13:47;4.2;1.6;2.6;62%;0.2;0.9;20%;0.4;0.7;55%;1.4;1.5;3.0;0.3;0.3;0.6;0.1;0.2;1.9;0.9;4.0
2018-19;143;L. LEKAVICIUS;PAO;33;0;10:50;4.0;0.9;2.1;43.5%;0.5;1.1;48.6%;0.7;0.8;78.6%;0.2;0.6;0.8;1.5;0.2;0.9;0.0;0.2;1.2;1.7;3.9
2018-19;144;M. BAYGUL;DTI;22;11;13:26;4.6;1.1;2.6;41.4%;0.5;1.3;34.5%;0.6;0.8;78.1%;0.7;1.3;2.0;1.0;0.3;0.3;0.4;0.2;1.7;1.3;3.9
2018-19;145;N. DANGUBIC;AXM;30;30;19:20;5.2;1.3;2.9;44.9%;0.7;2.2;29.6%;0.6;0.8;84.2%;0.4;1.6;2.0;1.0;0.7;1.2;0.6;0.1;0.5;2.1;1.5
2018-19;146;A. DUVERIOGLU;FNB;31;22;11:10;2.9;1.3;2.1;62.1%;0.0;0.0;0%;0.3;0.6;40%;1.1;1.6;2.6;0.7;1.1;1.8;0.5;0.3;0.2;2.1;1.3
2018-19;147;T. ANTETOKOUNMPO;PAO;29;9;12:03;4.2;1.5;2.2;68.8%;0.1;0.4;28.6%;0.4;0.8;44.8%;0.8;1.1;1.6;0.7;0.5;0.4;0.3;0.2;2.3;1.2;3.9
2018-19;148;S. MONIA;KHI;26;0;12:19;4.1;0.3;0.8;36%;1.1;2.5;44.6%;0.1;0.1;66.7%;0.5;0.9;1.2;1.0;0.5;0.5;0.0;0.1;1.7;0.2;2.9
