Season;Rank;Player;Team;GP;GS;Min;PTS;2PM;2PA;2P%;3PM;3PA;3P%;FTM;FTA;FT%;OR;DR;TR;AST;STL;TO;BLK;BLKA;FC;FD;PIR
2019-20;120;J. LAUVERGNE;FNB;19;9;13:52;6.3;2.6;4.6;56.3%;0.1;0.4;28.6%;0.8;1.8;44.1%;0.7;2.0;2.7;0.8;0.2;0.8;0.2;0.3;1.1;2.1;6.6
2019-20;121;T. MALEDON;ASV;22;12;17:41;7.4;1.8;3.5;51.3%;0.8;2.2;36.7%;1.4;2.0;68.9%;0.2;1.6;1.8;3.1;0.3;1.9;0.1;0.1;2.9;2.5;6.6
2019-20;122;N. HAYES-DAVIS;ZAL;28;10;22:18;6.3;1.1;2.6;43.8%;1.0;2.8;37.2%;0.9;1.2;75.8%;1.1;2.4;3.5;1.0;0.4;0.5;0.2;0.2;1.9;1.4;6.6
2019-20;123;T. CAVANAUGH;BER;19;1;14:39;6.4;1.2;3.1;37.9%;0.8;2.2;35.7%;1.7;1.7;97%;0.9;2.4;3.3;0.9;0.5;0.5;0.2;0.4;2.5;1.9;6.4
2019-20;124;C. KAHUDI;ASV;23;18;21:24;7.0;1.5;3.1;48.6%;1.0;2.7;36.5%;1.0;1.1;84.6%;0.8;2.1;2.9;0.8;0.5;0.7;0.1;0.3;2.4;2.0;6.3
2019-20;125;S. SANLI;EFS;21;1;11:39;7.0;2.7;4.0;67.9%;0.1;0.3;28.6%;1.2;1.6;78.8%;0.9;1.3;2.2;0.3;0.2;0.8;0.4;0.3;2.1;1.2;6.2
2019-20;126;N. NEDOVIC;AXM;17;3;16:31;7.9;1.0;2.4;42.5%;1.4;4.1;34.3%;1.7;2.1;82.9%;0.0;1.2;1.2;1.7;0.3;1.2;0.1;0.2;1.8;2.5;6.2
2019-20;127;N. KALINIC;FNB;26;12;22:54;6.6;1.6;3.3;49.4%;0.6;2.0;31.4%;1.5;1.8;87%;0.5;2.0;2.5;1.7;0.8;1.7;0.1;0.4;2.7;2.5;6.2
2019-20;128;M. LO;BAY;28;25;24:18:00;9.0;1.3;3.3;39.1%;1.9;4.4;42.6%;0.8;1.1;74.2%;0.2;1.7;1.9;3.3;0.7;2.1;0.0;0.8;2.9;1.8;6.1
2019-20;129;J. WILEY;PAO;24;5;11:47;5.4;2.2;3.5;65.1%;0.0;0.0;0%;0.9;1.2;70%;1.0;0.8;1.8;0.3;0.5;0.3;0.4;0.1;1.1;1.0;6.1
2019-20;130;A. DELLA VALLE;AXM;21;0;11:59;5.9;1.0;2.0;50%;0.7;1.4;50%;1.7;2.0;83.7%;0.3;0.6;0.9;0.5;0.5;0.2;0.0;0.0;1.3;1.8;5.9
2019-20;131;R. MORASCHINI;AXM;15;4;17:07;5.3;1.1;1.8;59.3%;0.6;2.1;29%;1.3;1.6;83.3%;0.1;2.5;2.6;1.1;0.7;0.9;0.1;0.1;1.5;1.1;5.8
2019-20;132;Y. ZOOSMAN;MTA;23;16;17:40;5.4;1.5;2.9;53%;0.5;1.7;28.2%;0.9;1.1;84%;0.6;2.1;2.7;1.7;1.0;1.1;0.1;0.3;2.2;1.2;5.7
2019-20;133;A. MILAKNIS;ZAL;28;10;22:04;7.4;0.9;1.2;70.6%;1.6;4.1;39.5%;0.9;1.1;83.3%;0.2;1.2;1.5;0.6;0.9;0.7;0.0;0.1;2.0;1.2;5.7
2019-20;134;N. LAPROVITTOLA;RMB;23;0;13:31;5.0;1.1;2.0;55.6%;0.6;2.0;28.3%;1.1;1.3;86.7%;0.3;1.1;1.4;3.0;0.3;1.7;0.0;0.1;1.8;2.0;5.5
2019-20;135;O. KUZMIC;CZV;19;16;12:55;3.9;1.6;2.6;62%;0.0;0.0;0%;0.7;0.8;81.3%;1.5;2.0;3.5;0.6;0.2;0.7;0.2;0.3;1.8;0.8;5.4
2019-20;136;M. MASON;BER;20;0;10:59;6.2;1.2;2.4;47.9%;0.8;1.7;44.1%;1.7;1.8;91.9%;0.0;0.6;0.6;1.1;0.4;0.9;0.0;0.0;1.3;1.6;5.4
2019-20;137;C. KRAMER;KHI;16;0;19:12;5.1;1.4;2.9;50%;0.6;1.8;34.5%;0.4;0.8;50%;0.4;1.6;2.1;2.9;0.4;1.2;0.1;0.2;2.3;1.5;5.3
2019-20;138;B. MOTUM;VBC;20;3;12:56;6.2;1.6;2.9;53.4%;0.6;1.6;38.7%;1.2;1.6;80.6%;0.6;0.9;1.5;0.4;0.4;0.6;0.0;0.2;1.2;1.3;5.3
2019-20;139;O. DOBRIC;CZV;22;3;14:36;5.1;1.2;2.2;56.2%;0.7;1.9;35.7%;0.6;0.9;68.4%;0.6;1.1;1.7;0.9;0.8;0.5;0.1;0.2;1.2;1.0;5.3
2019-20;140;J. COHEN;MTA;24;3;13:21;5.4;1.5;2.7;56.9%;0.6;1.3;45.2%;0.5;0.8;68.4%;0.9;1.2;2.0;1.0;0.5;0.8;0.1;0.3;1.7;1.1;5.2
2019-20;141;J. ANDERSON;EFS;28;16;14:17;3.5;0.8;1.4;55%;0.5;1.6;31.8%;0.4;0.6;75%;0.8;2.5;3.2;0.3;0.3;0.3;0.1;0.1;0.8;0.8;5.1
2019-20;142;A. DIOT;ASV;23;8;17:12;5.3;0.7;1.8;40.5%;1.1;2.9;37.3%;0.6;0.8;77.8%;0.3;0.8;1.1;2.8;0.7;1.8;0.0;0.0;1.6;1.6;5.0
2019-20;143;Q. ACY;MTA;27;19;19:28;4.8;1.1;1.9;58.8%;0.7;2.6;26.1%;0.6;0.7;80%;1.0;2.6;3.5;0.7;0.6;1.2;0.8;0.1;2.1;0.9;5.0
2019-20;144;M. OJO;CZV;22;3;11:26;4.1;1.3;2.0;62.2%;0.0;0.0;0%;1.6;2.1;76.1%;0.9;2.1;3.0;0.3;0.8;1.3;0.2;0.1;2.2;1.5;5.0
2019-20;144;A. PETERS;EFS;27;6;13:42;4.2;0.9;1.3;67.6%;0.6;1.3;41.7%;0.8;1.0;84.6%;0.4;1.7;2.1;0.5;0.3;0.4;0.1;0.1;1.5;1.1;5.0
2019-20;144;T. ROCHESTIE;OLY;21;0;14:21;4.6;0.9;2.1;42.2%;0.7;1.6;41.2%;0.8;1.0;85%;0.2;0.8;1.0;3.6;0.3;1.6;0.0;0.0;2.0;1.4;5.0
2019-20;147;A. MUHAMMED;FNB;22;2;14:31;5.5;0.7;1.2;57.7%;1.1;3.0;36.4%;0.8;0.9;94.7%;0.3;1.0;1.3;1.3;0.5;0.9;0.0;0.1;1.5;1.4;5.0
2019-20;148;S. LLULL;RMB;16;2;18:33;7.5;1.0;3.5;28.6%;1.3;4.6;28.8%;1.6;1.8;89.3%;0.2;1.0;1.2;3.5;0.6;1.7;0.1;0.1;2.0;1.9;4.9
2019-20;149;A. DOORNEKAMP;VBC;28;13;16:11;4.9;0.5;1.0;51.7%;1.1;2.8;40.5%;0.4;0.6;68.8%;0.5;1.8;2.3;0.9;0.4;0.4;0.1;0.0;1.9;1.0;4.9
2019-20;150;P. JANKUNAS;ZAL;27;12;13:41;3.0;0.9;1.9;48.1%;0.1;0.8;14.3%;0.8;1.1;75.9%;0.6;2.4;3.1;0.8;0.4;0.5;0.1;0.1;1.7;1.9;4.9
2020-21;1;M. JAMES;CSK;27;16;31:10:00;19.3;3.6;7.0;51.1%;2.6;7.3;35.4%;4.4;5.4;81.4%;0.6;2.6;3.1;5.7;1.0;2.9;0.1;0.8;1.6;4.8;19.7
2020-21;2;A. SHVED;KHI;23;22;32:32:00;19.8;3.3;7.2;45.5%;3.1;9.4;33.3%;3.9;4.3;89.9%;0.5;3.1;3.7;7.7;1.3;4.3;0.4;0.7;2.0;4.3;19.6
2020-21;3;N. MIROTIC;FCB;33;32;25:51:00;15.6;4.0;6.7;59.3%;1.4;3.3;41.3%;3.5;4.2;84.8%;1.8;4.1;5.9;1.0;1.2;1.6;0.5;0.2;1.9;4.4;19.5
2020-21;4;N. DE COLO;FNB;32;31;27:30:00;15.8;3.9;6.6;58.5%;1.6;4.0;40.3%;3.2;3.4;93.6%;0.3;2.8;3.2;3.9;1.4;3.0;0.0;0.4;2.1;5.3;18.8
2020-21;5;W. TAVARES;RMB;36;31;26:01:00;11.4;4.7;7.2;65.1%;0.0;0.0;0%;2.0;2.8;71.6%;3.3;4.8;8.0;1.1;1.0;1.9;1.8;0.2;2.9;3.2;18.1
2020-21;6;J. VESELY;FNB;31;31;28:08:00;13.1;5.6;8.3;67.6%;0.0;0.1;0%;1.9;2.5;76.6%;1.5;3.8;5.3;2.7;0.9;1.4;0.6;0.1;2.3;2.5;18.0
2020-21;7;V. LUCIC;BAY;31;31;31:08:00;13.6;2.0;3.4;58.7%;1.9;4.4;44.1%;3.9;4.5;86.4%;0.7;4.2;4.8;1.4;1.1;1.2;0.1;0.1;2.5;5.0;17.8
2020-21;8;V. MICIC;EFS;40;36;29:59:00;16.7;3.7;6.6;56.3%;1.9;4.8;38.9%;3.7;4.2;86.5%;0.4;2.2;2.6;4.9;1.2;3.1;0.0;0.7;2.6;5.0;17.5
2020-21;9;S. LARKIN;EFS;35;17;28:38:00;15.1;2.0;3.9;51.4%;2.5;6.3;39.2%;3.6;4.1;86.2%;0.4;1.9;2.3;4.1;1.2;2.1;0.1;0.5;1.1;4.3;17.0
2020-21;10;J. LOYD;CZV;29;27;27:20:00;17.3;3.8;7.4;51.9%;1.9;6.1;31.1%;4.0;4.4;90.6%;0.7;2.9;3.6;3.2;1.2;2.3;0.2;0.6;2.9;5.0;16.5
2020-21;11;A. POLONARA;TDS;33;29;29:47:00;12.2;3.0;5.2;57.2%;1.6;3.7;44.3%;1.2;2.1;60.3%;2.3;4.3;6.6;1.9;1.2;0.9;0.9;0.2;2.3;2.4;16.5
2020-21;12;J. MICKEY;KHI;28;12;28:52:00;15.6;5.6;9.5;59%;0.6;2.5;23.9%;2.6;3.4;77.7%;1.1;4.7;5.8;0.9;1.1;2.0;1.5;0.6;2.5;3.2;16.5
2020-21;13;P. HENRY;TDS;34;17;26:47:00;10.5;3.0;5.9;51%;0.8;2.4;32.9%;2.1;2.5;81.4%;0.8;2.4;3.2;7.3;1.7;2.9;0.1;0.3;1.8;3.1;16.0
2020-21;14;J. REYNOLDS;BAY;39;5;21:06;13.6;5.7;9.5;59.8%;0.1;0.2;50%;1.9;2.2;87.2%;2.1;3.7;5.8;1.1;1.1;2.0;0.5;0.3;2.6;2.5;15.5
2020-21;15;S. SHIELDS;AXM;36;17;26:46:00;13.8;3.5;6.3;55.5%;1.5;3.5;43.2%;2.3;2.8;83.8%;0.8;3.2;4.0;1.4;1.1;1.3;0.2;0.2;1.8;3.0;15.0
2020-21;16;N. NEDOVIC;PAO;25;13;26:05:00;16.0;2.6;5.0;51.2%;2.7;7.2;37%;2.8;3.4;83.5%;0.4;1.5;1.9;3.7;0.7;1.9;0.2;0.4;2.4;4.6;14.9
2020-21;17;S. VEZENKOV;OLY;31;13;23:35;11.5;1.9;3.9;50%;1.9;4.4;43%;2.0;2.3;88.7%;1.3;4.1;5.4;1.1;0.7;0.5;0.5;0.1;1.4;2.4;14.8
2020-21;18;K. PANGOS;ZEN;39;39;28:57:00;13.5;2.4;4.7;52.2%;2.3;5.8;39%;1.8;2.2;84.5%;0.3;1.7;2.0;6.7;0.7;2.9;0.0;0.5;2.3;3.7;14.8
2020-21;19;W. CLYBURN;CSK;31;2;26:15:00;14.0;3.0;5.7;52%;1.5;4.2;36.4%;3.5;4.4;79.6%;0.9;2.8;3.8;1.5;0.8;1.6;0.2;0.4;1.9;4.2;14.3
2020-21;20;M. FALL;ASV;31;28;21:59;8.8;3.3;4.7;70.1%;0.0;0.0;0%;2.1;3.5;61.7%;2.3;3.2;5.5;1.8;0.4;1.6;0.9;0.1;2.4;3.6;14.1
2020-21;21;M. PONITKA;ZEN;34;26;25:58:00;8.4;2.0;3.4;59.6%;0.6;2.1;30.6%;2.5;3.1;78.5%;0.9;4.3;5.2;3.2;1.0;1.8;0.1;0.1;2.2;3.8;14.1
2020-21;22;L. SIKMA;BER;31;30;24:56:00;9.1;2.8;4.5;61.9%;0.6;1.8;33.3%;1.7;2.2;77.9%;1.7;4.0;5.7;3.8;0.8;3.0;0.3;0.4;2.5;3.6;14.0
2020-21;23;B. DAVIES;FCB;35;10;21:23;12.0;4.2;7.4;56.5%;0.2;0.4;42.9%;3.1;4.1;75.4%;1.8;2.7;4.5;1.5;0.7;2.1;0.4;0.4;2.9;4.7;13.9
2020-21;24;C. HIGGINS;FCB;39;39;26:35:00;13.1;3.4;6.8;50.2%;1.0;2.7;37.1%;3.3;3.5;93.4%;0.4;1.8;2.2;2.4;1.1;1.8;0.3;0.6;1.7;4.1;13.8
2020-21;25;M. GRIGONIS;ZAL;34;34;27:38:00;13.4;2.3;4.5;50.6%;2.1;4.6;45.6%;2.5;2.6;94.4%;0.5;1.6;2.1;3.3;0.8;2.3;0.1;0.5;2.5;4.2;13.7
2020-21;26;B. DUBLJEVIC;VBC;29;24;22:26;9.8;2.6;5.0;52.4%;0.9;2.7;33.3%;1.9;2.4;79.7%;2.2;3.6;5.8;2.4;0.9;2.0;0.2;0.5;1.5;3.2;13.6
2020-21;27;S. WILBEKIN;MTA;34;34;27:03:00;13.8;2.1;4.1;49.6%;2.4;7.2;32.8%;2.6;3.0;89.1%;0.3;2.2;2.5;3.9;1.1;2.4;0.0;0.3;1.4;3.7;13.6
2020-21;28;G. PAPAGIANNIS;PAO;32;22;21:52;8.8;4.0;5.9;67.4%;0.0;0.2;12.5%;0.8;1.1;66.7%;2.0;3.4;5.4;1.0;0.3;0.9;1.6;0.1;1.3;1.2;13.6
2020-21;29;W. BALDWIN IV;BAY;39;38;27:17:00;15.3;4.8;9.9;48.8%;0.9;3.3;28.5%;2.8;3.6;76.1%;0.4;2.7;3.0;4.0;1.1;2.8;0.3;0.4;3.1;4.3;13.4
2020-21;30;W. THOMAS;ZEN;39;39;26:23:00;9.3;2.3;3.9;60.3%;0.8;1.9;41.9%;2.2;2.5;89.7%;1.5;3.3;4.9;1.4;0.7;1.0;0.2;0.1;1.5;2.5;13.4
2020-21;31;K. SLOUKAS;OLY;34;33;27:43:00;11.0;1.8;4.3;41.4%;1.7;4.1;40.4%;2.4;2.6;92.2%;0.3;2.2;2.4;6.0;0.8;3.0;0.0;0.3;1.6;3.3;13.4
2020-21;32;R. GIEDRAITIS;TDS;34;33;28:50:00;12.7;2.6;4.7;54.7%;1.9;4.8;40.5%;1.8;2.2;82.4%;0.8;2.2;3.0;1.5;1.1;1.1;0.1;0.1;1.4;2.4;12.9
2020-21;33;A. GUDAITIS;ZEN;31;24;20:05;9.7;3.1;5.1;60.1%;0.0;0.0;0%;3.6;4.7;76.6%;1.6;2.4;4.0;0.7;0.4;0.9;0.6;0.5;2.1;4.0;12.8
2020-21;34;A. PETERS;TDS;33;6;23:29;11.5;2.1;3.7;56.2%;1.9;4.3;44.7%;1.6;1.8;91.5%;1.2;2.7;3.9;1.6;0.5;0.8;0.2;0.3;2.1;2.1;12.5
2020-21;35;N. KALINIC;VBC;34;25;26:39:00;10.4;3.1;5.2;60.5%;0.6;1.9;33.3%;2.2;2.8;78.9%;0.9;2.5;3.4;3.2;0.9;2.0;0.4;0.3;2.7;2.8;12.3
2020-21;36;K. SIMON;EFS;35;29;26:36:00;10.3;2.4;4.3;55.7%;1.5;3.7;40.3%;1.1;1.5;76.9%;0.6;2.5;3.1;3.3;0.5;1.2;0.3;0.1;1.3;1.7;12.2
2020-21;37;Z. LEDAY;AXM;36;34;24:41:00;10.0;2.5;5.1;48.6%;0.9;2.0;46.6%;2.2;2.4;91.8%;1.0;3.5;4.5;0.6;0.6;0.9;0.3;0.2;2.2;3.4;12.2
2020-21;38;B. LAMMERS;BER;28;22;20:42;10.0;4.2;6.5;63.9%;0.2;0.7;36.8%;0.9;1.0;88.9%;1.2;2.8;4.0;0.7;0.8;0.7;1.3;0.2;1.9;1.1;12.2
2020-21;39;T. SHENGELIA;CSK;37;35;24:54:00;11.2;3.3;6.5;50.8%;0.8;2.5;31.5%;2.3;3.5;65.1%;1.9;3.0;4.9;2.3;1.2;2.1;0.2;0.5;2.7;3.8;12.1
2020-21;40;J. LAUVERGNE;ZAL;32;31;20:54;10.7;4.7;8.0;59%;0.1;0.2;40%;1.1;1.7;66%;2.3;3.2;5.6;1.5;0.5;1.6;0.1;0.5;2.2;1.8;12.0
2020-21;41;D. PIERRE;FNB;36;6;24:10:00;9.1;2.4;3.9;61.4%;0.8;2.0;41.7%;1.8;2.1;88%;0.7;2.7;3.3;2.0;0.5;1.2;0.4;0.2;1.5;2.4;11.9
2020-21;42;P. SIVA;BER;26;14;20:18;10.1;1.3;3.0;43%;1.7;5.0;33.3%;2.5;2.8;90.4%;0.5;1.5;2.0;5.2;1.2;2.3;0.0;0.3;1.9;3.0;11.7
2020-21;43;M. TOBEY;VBC;33;9;18:40;9.6;3.3;4.9;67.5%;0.6;1.6;39.6%;1.1;1.3;81.4%;1.7;3.3;5.0;0.8;0.4;0.9;0.4;0.2;2.1;1.4;11.7
2020-21;44;K. PUNTER;AXM;36;33;24:42:00;14.3;2.9;5.8;50.7%;1.8;4.6;39.2%;3.1;3.4;89.4%;0.2;1.4;1.6;1.4;0.8;1.1;0.1;0.6;2.1;3.2;11.6
2020-21;45;M. DELANEY;AXM;32;31;24:55:00;11.6;1.8;4.4;42.1%;1.6;4.2;38.8%;3.0;3.7;81.4%;0.2;2.4;2.6;3.5;0.9;2.0;0.0;0.3;2.8;3.9;11.5
2020-21;46;J. GRANGER;BER;28;21;23:17;8.1;1.8;3.6;49%;1.4;4.0;33.6%;0.5;0.6;77.8%;0.3;2.4;2.7;4.9;1.0;1.9;0.0;0.1;1.3;2.7;11.4
2020-21;47;J. VOIGTMANN;CSK;37;3;19:36;8.5;1.6;2.6;61.1%;1.4;3.0;46.4%;1.2;1.4;86.3%;1.4;3.5;4.9;1.3;0.5;1.1;0.3;0.1;1.6;1.4;11.4
2020-21;48;A. ZIZIC;MTA;34;30;19:52;9.1;4.0;6.8;58.9%;0.0;0.0;0%;1.1;1.4;77.1%;2.1;3.2;5.4;0.7;0.4;1.4;0.8;0.5;1.6;1.7;11.4
2020-21;49;K. PREPELIC;VBC;32;11;20:33;12.1;1.3;2.3;56.2%;2.2;5.3;41.5%;2.8;3.2;90.1%;0.3;1.1;1.4;2.8;0.5;1.7;0.0;0.4;2.3;3.3;11.3
2020-21;50;K. MITOGLOU;PAO;34;23;20:18;9.3;3.0;5.3;57.5%;0.5;1.8;29.5%;1.7;2.4;71.2%;2.2;3.2;5.4;0.9;0.7;1.2;0.3;0.3;1.6;2.0;11.3
2020-21;51;E. MCCOLLUM;KHI;28;3;21:34;11.6;2.5;5.7;44%;1.1;3.3;34.4%;3.2;3.8;84.8%;0.6;1.9;2.4;2.3;0.9;1.6;0.2;0.2;1.8;3.4;11.2
2020-21;52;T. THOMPKINS;RMB;38;10;21:17;10.1;2.2;3.5;61.2%;1.6;3.8;42.4%;0.9;1.0;94.7%;0.6;3.6;4.1;1.2;0.6;1.0;0.3;0.1;1.9;1.3;11.0
2020-21;53;G. YABUSELE;ASV;30;26;25:07:00;11.0;2.5;4.7;52.8%;1.4;3.7;38.4%;1.7;2.3;71.4%;1.0;3.2;4.2;1.2;0.8;1.6;0.6;0.3;2.2;2.5;11.0
2020-21;54;H. MARTIN;OLY;24;6;22:54;9.0;4.0;5.5;72%;0.0;0.0;0%;1.0;1.5;71.4%;2.0;2.6;4.6;0.4;0.8;1.0;0.5;0.3;2.9;1.9;10.9
2020-21;55;D. HACKETT;CSK;29;23;24:08:00;9.5;1.6;3.5;44.6%;1.5;3.3;45.3%;1.9;2.3;84.8%;0.6;2.2;2.7;2.3;1.0;1.2;0.0;0.2;2.9;3.6;10.9
2020-21;56;M. GUDURIC;FNB;21;21;25:46:00;12.2;2.1;4.4;48.9%;2.0;4.9;41.7%;1.8;2.1;84.4%;0.4;2.3;2.7;2.3;0.8;2.0;0.3;0.4;2.6;2.9;10.8
2020-21;57;B. DUNSTON;EFS;36;13;21:01;7.9;3.1;5.2;58.2%;0.0;0.1;50%;1.7;2.8;61%;1.8;2.1;3.9;1.0;0.9;0.6;0.9;0.2;2.4;2.8;10.8
2020-21;58;S. RODRIGUEZ;AXM;37;3;19:56;9.7;1.7;2.8;60%;1.7;4.7;35.4%;1.3;1.4;90.6%;0.1;1.9;2.0;4.5;0.8;1.9;0.1;0.2;1.7;1.9;10.8
2020-21;59;O. HUNTER;MTA;27;5;20:56;8.0;3.1;6.1;51.8%;0.0;0.1;0%;1.7;2.3;71.4%;2.4;2.9;5.3;1.0;0.8;1.1;0.6;0.2;1.9;2.0;10.7
2020-21;60;M. ERIKSSON;BER;22;14;23:18;12.4;1.5;2.5;58.9%;2.6;6.0;44.3%;1.5;1.6;94.3%;0.2;1.5;1.7;0.7;0.5;1.0;0.0;0.1;1.3;2.2;10.7
2020-21;60;D. LIGHTY;ASV;33;25;25:18:00;11.3;3.5;6.6;53.5%;0.8;2.2;35.1%;1.9;2.2;86.1%;0.7;2.2;2.8;1.9;1.0;1.8;0.0;0.2;2.2;2.6;10.7
2020-21;62;T. WALKUP;ZAL;34;34;24:09:00;8.2;1.8;3.8;46.9%;1.3;3.4;37.1%;0.9;0.9;90.6%;0.5;2.5;3.0;4.5;1.1;1.6;0.0;0.3;2.4;2.3;10.6
2020-21;63;I. PAPAPETROU;PAO;27;26;30:39:00;12.1;2.7;6.3;42.9%;1.7;4.6;36.3%;1.7;2.3;73%;0.8;3.3;4.1;2.4;0.6;2.0;0.1;0.4;2.0;2.8;10.6
2020-21;64;G. DECK;RMB;32;22;24:06:00;8.8;2.3;4.5;52.4%;0.8;1.8;40.7%;1.8;2.2;84.3%;0.8;2.8;3.7;1.2;0.7;1.2;0.0;0.2;1.4;2.4;10.3
2020-21;65;N. CALATHES;FCB;41;37;25:08:00;7.8;2.4;4.9;48%;0.8;2.5;32.7%;0.6;1.1;53.3%;0.4;2.9;3.3;6.5;0.9;2.6;0.2;0.3;2.3;1.6;10.3
2020-21;66;N. COLE;ASV;30;20;26:15:00;13.7;3.6;7.7;47%;1.4;4.1;35%;2.2;2.5;88%;0.2;1.7;1.9;3.6;0.8;2.4;0.1;0.4;2.8;2.8;10.3
2020-21;67;W. HOWARD;ASV;22;2;17:51;8.5;1.3;2.2;58.3%;1.5;3.0;51.5%;1.3;1.4;93.5%;0.7;2.3;3.0;1.2;1.1;1.1;0.1;0.0;1.5;1.5;10.3
2020-21;68;L. VILDOZA;TDS;32;18;25:10:00;10.2;1.8;3.9;46%;1.8;4.8;38.8%;1.1;1.4;76.1%;0.4;1.7;2.0;3.5;1.6;2.3;0.1;0.2;2.0;2.6;10.2
2020-21;69;S. FONTECCHIO;BER;29;24;23:25;10.6;2.7;5.0;53.8%;1.4;3.6;38.8%;1.1;1.2;88.6%;0.9;2.6;3.4;1.6;0.9;1.6;0.2;0.3;1.8;1.7;10.1
2020-21;70;K. HINES;AXM;40;17;24:19:00;7.7;3.3;6.0;55.2%;0.0;0.0;0%;1.1;1.7;65.2%;1.9;2.5;4.4;2.0;0.8;1.3;0.8;0.6;2.5;2.2;10.0
2020-21;71;C. WALDEN;CZV;30;12;23:21;10.5;1.8;3.9;46.2%;1.4;3.5;39%;2.8;3.3;83.8%;0.3;1.4;1.8;2.3;0.9;1.9;0.1;0.4;2.9;4.3;9.9
2020-21;72;N. HAYES-DAVIS;ZAL;33;30;26:42:00;9.5;1.6;3.7;44.3%;1.6;3.7;44.3%;1.3;1.4;89.4%;1.0;2.9;3.9;1.2;1.1;1.1;0.2;0.4;1.7;1.5;9.8
2020-21;73;S. MCKISSIC;OLY;33;12;23:24;10.7;2.5;4.9;51.6%;1.1;3.5;30.7%;2.5;3.5;71.6%;0.5;1.8;2.3;2.2;1.5;1.4;0.2;0.4;2.1;2.6;9.8
2020-21;74;T. DORSEY;MTA;34;4;21:52;11.2;1.7;3.6;48%;1.9;4.9;39.4%;2.0;2.5;78.8%;0.6;2.1;2.7;1.6;0.6;1.9;0.1;0.6;1.9;3.4;9.7
2020-21;74;D. WILLIAMS;VBC;34;19;20:12;9.0;2.6;3.9;66.2%;0.7;2.1;32.4%;1.8;2.4;73.5%;0.5;2.6;3.1;1.1;0.7;1.0;0.1;0.2;1.5;1.9;9.7
2020-21;76;L. LABEYRIE;VBC;29;11;20:15;7.5;1.8;2.5;70.8%;0.9;2.6;36%;1.2;1.6;74.5%;0.7;2.9;3.6;0.5;0.5;0.6;0.3;0.1;1.1;1.9;9.7
2020-21;77;P. ZIPSER;BAY;39;6;21:59;9.1;1.4;2.4;57.9%;1.5;3.5;43.8%;1.7;2.1;80.5%;0.6;2.4;3.0;1.1;0.7;0.7;0.3;0.1;2.2;1.9;9.5
2020-21;78;J. THIEMANN;BER;31;9;18:57;7.7;2.0;4.2;48.1%;0.7;2.0;37.7%;1.4;1.8;80%;1.4;2.4;3.8;1.5;0.7;1.1;0.0;0.4;1.6;2.6;9.4
2020-21;79;A. RUBIT;ZAL;31;1;19:06;8.1;2.9;5.6;52.6%;0.1;0.5;26.7%;1.9;2.3;82.9%;1.2;3.0;4.2;0.7;0.6;1.0;0.3;0.3;2.0;2.2;9.4
2020-21;80;R. BEAUBOIS;EFS;38;21;21:24;10.6;1.9;3.7;53.2%;1.9;3.8;49.3%;1.1;1.2;90.9%;0.3;1.6;1.8;1.8;0.5;1.2;0.3;0.2;1.9;1.4;9.4
2020-21;81;S. VAN ROSSOM;VBC;33;24;22:30;7.3;1.5;2.6;56.5%;1.1;3.0;35%;1.2;1.4;87%;0.4;2.2;2.6;3.8;0.7;2.0;0.1;0.1;1.7;1.9;9.2
2020-21;82;A. WHITE;PAO;33;17;22:23;7.3;1.7;2.7;61.1%;0.8;2.2;36.5%;1.5;1.9;80.6%;1.3;2.7;4.0;1.0;0.5;0.7;0.2;0.2;1.9;1.7;9.0
2020-21;83;G. PRINTEZIS;OLY;31;14;18:09;8.5;2.6;4.3;61.2%;0.8;1.8;43.6%;0.9;1.6;56.9%;0.7;2.0;2.7;1.0;0.3;1.2;0.1;0.1;1.3;2.2;8.9
2020-21;84;H. SANT-ROOS;PAO;32;27;24:22:00;7.2;1.2;2.5;46.2%;1.2;3.5;34.8%;1.2;1.5;80.9%;0.5;1.9;2.4;3.7;1.5;1.8;0.2;0.2;2.0;1.9;8.9
2020-21;85;E. BRYANT;MTA;34;26;23:19;9.8;2.5;5.1;48.3%;1.1;3.0;36.9%;1.5;1.7;84.7%;0.4;2.6;3.0;2.0;0.9;1.6;0.1;0.4;2.3;2.2;8.8
2020-21;86;A. POYTHRESS;ZEN;32;7;18:46;8.6;3.8;6.2;61.6%;0.0;0.2;0%;1.0;1.4;71.1%;1.6;2.7;4.3;0.5;0.6;1.1;0.7;0.5;2.9;1.6;8.8
2020-21;87;L. BROWN;FNB;37;12;22:59;9.5;2.8;5.9;47%;0.9;2.9;32.7%;1.1;1.4;80.4%;0.5;1.7;2.2;3.5;1.3;2.1;0.0;0.5;1.8;1.9;8.6
2020-21;88;A. MOERMAN;EFS;41;22;20:30;6.4;1.8;2.9;60.5%;0.8;2.4;34.3%;0.4;0.7;56.7%;1.1;3.5;4.6;1.1;0.6;1.0;0.1;0.2;1.5;1.2;8.5
2020-21;89;T. JEKIRI;TDS;30;14;18:50;6.0;2.5;5.0;51%;0.0;0.0;0%;0.9;1.4;64.3%;1.4;3.5;4.9;1.9;0.7;1.5;0.4;0.3;2.2;1.5;8.4
2020-21;90;A. ABALDE;RMB;39;23;19:29;7.2;1.2;2.6;47%;1.3;2.9;43.5%;0.9;1.1;84.1%;0.3;2.4;2.7;2.3;0.5;1.0;0.0;0.2;1.5;1.5;8.3
